cell_type	cell_passage	conc_second_treatment	compound_first_treatment	compound_second_treatment	Date	experiment_phase	analysis_set	peak_height_normalization_method	peak_height_normalizator_annotation	baseline_norm_method	blank_annotation	response_calculation_method	response_calculation_method_reference_point	plate1_15:40:38_rep1	plate1_15:40:38_rep10	plate1_15:40:38_rep11	plate1_15:40:38_rep12	plate1_15:40:38_rep13	plate1_15:40:38_rep14	plate1_15:40:38_rep15	plate1_15:40:38_rep16	plate1_15:40:38_rep17	plate1_15:40:38_rep18	plate1_15:40:38_rep19	plate1_15:40:38_rep2	plate1_15:40:38_rep20	plate1_15:40:38_rep21	plate1_15:40:38_rep22	plate1_15:40:38_rep23	plate1_15:40:38_rep24	plate1_15:40:38_rep3	plate1_15:40:38_rep4	plate1_15:40:38_rep5	plate1_15:40:38_rep6	plate1_15:40:38_rep7	plate1_15:40:38_rep8	plate1_15:40:38_rep9	plate2_15:51:46_rep1	plate2_15:51:46_rep10	plate2_15:51:46_rep11	plate2_15:51:46_rep12	plate2_15:51:46_rep13	plate2_15:51:46_rep14	plate2_15:51:46_rep15	plate2_15:51:46_rep16	plate2_15:51:46_rep17	plate2_15:51:46_rep18	plate2_15:51:46_rep19	plate2_15:51:46_rep2	plate2_15:51:46_rep20	plate2_15:51:46_rep21	plate2_15:51:46_rep22	plate2_15:51:46_rep23	plate2_15:51:46_rep24	plate2_15:51:46_rep3	plate2_15:51:46_rep4	plate2_15:51:46_rep5	plate2_15:51:46_rep6	plate2_15:51:46_rep7	plate2_15:51:46_rep8	plate2_15:51:46_rep9	plate3_16:03:39_rep1	plate3_16:03:39_rep10	plate3_16:03:39_rep11	plate3_16:03:39_rep12	plate3_16:03:39_rep13	plate3_16:03:39_rep14	plate3_16:03:39_rep15	plate3_16:03:39_rep16	plate3_16:03:39_rep17	plate3_16:03:39_rep18	plate3_16:03:39_rep19	plate3_16:03:39_rep2	plate3_16:03:39_rep20	plate3_16:03:39_rep21	plate3_16:03:39_rep22	plate3_16:03:39_rep23	plate3_16:03:39_rep24	plate3_16:03:39_rep3	plate3_16:03:39_rep4	plate3_16:03:39_rep5	plate3_16:03:39_rep6	plate3_16:03:39_rep7	plate3_16:03:39_rep8	plate3_16:03:39_rep9	n_replicates	mean_replicates	sd_replicates	median_replicates	cv_replicates	curve_smoothing
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	auc	t0phase	10.389335	9.8662179e-6	9.1317723e-5	1.3522073e-4	14.455779	1.9060405	33.024238	9.4535081	15.989237	21.418144	14.311332	7.2926216e-5	4.1638651	NA	NA	NA	NA	50.116285	1.7449536e-4	0	2.7578812	2.812592e-4	10.099602	0.0011296068	1.3771481e-4	5.0621311	2.0345498e-4	8.4684047e-5	15.125709	18.25043	5.537606	8.6736134	13.951173	0.0086909004	30.197178	0	9.7749379	24.049616	NA	NA	NA	15.422789	6.62578e-5	11.795334	17.610557	0.76037647	1.1294108	0.27244391	8.172669	0.024519741	1.9825079e-4	5.2758076e-5	2.0897642e-5	12.033635	20.587582	23.517204	0.82137949	35.561509	28.755633	0.71563858	13.903637	NA	NA	NA	NA	14.147237	0	4.4576994e-4	7.0035148e-5	33.553657	1.0530994	0.96709902	61	9.1725396	11.468412	4.1638651	1.2502984	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	ratio_end_start_delta_over_peak_height	t0phase	-0.0039549748	-0.042401038	-0.044963208	-0.036698178	NA	NA	NA	NA	NA	NA	NA	-0.019643053	NA	NA	NA	NA	NA	0.0046811186	-0.015895066	-0.001362394	-0.0025315852	-0.034520768	-0.022269797	-0.014158797	-0.011387636	-0.016691462	-0.053363365	6.3701643e-5	NA	NA	NA	NA	NA	NA	NA	0.011720151	NA	NA	NA	NA	NA	0.0070004675	0.021128243	-0.0091797135	0.020687777	0.011153703	-0.025946883	-3.5154141e-4	0.035606567	0.0079552399	-0.0033441347	-0.073725924	NA	NA	NA	NA	NA	NA	NA	0.033895236	NA	NA	NA	NA	NA	0.0010478511	0.0028054141	0.050536018	0.012470833	-0.036814557	-0.015440071	-0.0056693876	36	-0.0074878115	0.025740432	-0.00364955475	3.4376442	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	ratio_end_start_delta_over_peak_height	t0phase	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97739142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33285394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0.26204907	0.42506975	0	1.6220998	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	ratio_end_start_delta_over_peak_height	t0phase	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83656096	NA	NA	NA	NA	NA	0.67222109	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78934381	NA	NA	NA	NA	NA	0.76492022	0.43033238	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59709841	NA	NA	NA	NA	NA	0.55450983	0.53397141	0.59188176	1	NA	NA	NA	13	0.52083384	0.33141648	0.59188176	0.63631902	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	slope_to_peak	t0phase	0.044295624	0.046149707	0.049903985	0.042244379	NA	NA	NA	NA	NA	NA	NA	0.036757628	NA	NA	NA	NA	NA	0.032169188	0.047390173	0.04237896	0.034137161	0.05914271	0.051658501	0.049136761	0.043081167	0.055978141	0.053664333	0.04750872	NA	NA	NA	NA	NA	NA	NA	0.043386412	NA	NA	NA	NA	NA	0.035414631	0.04928269	0.047633263	0.038830772	0.060696458	0.054751484	0.046167525	0.037139014	0.04920787	0.048370755	0.035452063	NA	NA	NA	NA	NA	NA	NA	0.032617962	NA	NA	NA	NA	NA	0.030382655	0.038130537	0.033625489	0.029586499	0.042672029	0.040411641	0.032086276	36	0.043373421	0.0083245509	0.043233789499999994	0.19192747	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	slope_to_peak	t0phase	1.0982359e-4	4.071057e-4	0	NA	NA	NA	NA	NA	NA	NA	NA	8.9502296e-4	NA	NA	NA	NA	NA	0.0034185364	3.0573075e-4	7.6022773e-5	4.3367967e-4	7.0267308e-5	5.0776478e-4	5.4442271e-4	2.2839319e-4	6.3585317e-4	0.0011201375	5.9406304e-4	NA	NA	NA	NA	NA	NA	NA	3.8377621e-4	NA	NA	NA	NA	NA	0	8.061718e-4	0.0010103707	2.7095346e-4	1.5002574e-4	3.1950537e-4	2.5003954e-4	2.1769421e-4	5.8215816e-4	3.2687596e-4	6.2644184e-4	NA	NA	NA	NA	NA	NA	NA	6.6670289e-4	NA	NA	NA	NA	NA	0.0021666709	0	4.7900294e-4	2.2284667e-5	0.0017417143	8.9710702e-5	6.4711006e-4	35	5.7440094e-4	6.8215641e-4	4.071057e-4	1.1875963	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	slope_to_peak	t0phase	2.3628998e-4	8.9338749e-4	0.0035207843	0.0012971408	0.0010979009	1.1600379e-4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.0021319146	8.1673949e-4	0.0012316586	2.2951709e-4	6.4698138e-4	1.912743e-4	0.0021864807	0	0.0080406364	4.2421567e-4	6.8715949e-4	6.391404e-4	2.5296901e-4	0.0012305571	1.6152512e-4	0.003101019	NA	NA	3.7252114e-4	NA	NA	NA	NA	NA	0.0010880533	0.0068890915	4.1935902e-4	2.117957e-4	6.9007336e-5	0.0015813768	9.0635737e-4	2.0235228e-4	3.2902677e-4	9.608525e-4	8.5041753e-5	0.0019437432	0.0015095722	4.1397872e-4	NA	NA	NA	NA	0.0015156153	NA	NA	NA	NA	NA	5.0679436e-4	0	0.0066937096	2.0137474e-4	5.2907959e-4	0.0017399633	4.3755586e-4	46	0.0012552069	0.0017836548	6.4306089e-4	1.4210046	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_half_value_peak_height	t0phase	413.385	409.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	409.884	NA	NA	NA	NA	NA	415.384	414.884	413.883	416.883	414.385	415.884	412.884	407.889	408.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	411.389	NA	NA	NA	NA	NA	409.889	412.89	413.889	410.389	412.389	416.389	411.889	418.907	413.908	NA	NA	NA	NA	NA	NA	NA	NA	NA	419.407	NA	NA	NA	NA	NA	412.407	419.907	417.907	417.407	415.907	418.408	414.907	30	414.04343	3.2991069	413.8985	0.0079680214	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_half_value_peak_height	t0phase	537.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	372.334	NA	NA	NA	NA	NA	482.384	536.884	474.383	403.384	382.178	350.505	402.383	532.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	516.389	NA	NA	NA	NA	NA	461.389	408.889	350.213	357.489	386.39	396.389	471.39	448.408	516.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	529.411	NA	NA	NA	NA	NA	361.776	535.41	384.034	358.779	406.907	427.908	403.407	28	435.54275	66.064595	407.898	0.15168338	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_half_value_peak_height	t0phase	347.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145.888	NA	NA	NA	NA	NA	55.217	222.889	220.388	NA	NA	NA	NA	347.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196.89	NA	NA	NA	NA	NA	115.39	170.39	134.39	296.282	208.39	61.637	174.89	347.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.759	NA	NA	NA	NA	NA	181.395	158.895	93.396	57.357	336.093	312.552	NA	22	193.75495	100.01269	178.14249999999998	0.51618134	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	t0phase	370.622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	372.334	NA	NA	NA	NA	NA	373.618	371.478	371.908	374.046	368.054	368.91	369.338	369.902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	369.045	NA	NA	NA	NA	NA	370.33	371.614	365.194	365.622	366.906	366.05	368.618	375.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	376.329	NA	NA	NA	NA	NA	373.76	375.902	377.185	372.049	373.333	371.192	NA	26	371.09169	3.2946214	371.33500000000004	0.008878187	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	t0phase	535.384	376.615	537.385	NA	NA	NA	NA	NA	NA	NA	NA	533.884	NA	NA	NA	NA	NA	357.353	464.384	515.884	442.883	402.383	370.622	350.076	467.39	381.031	430.89	NA	NA	NA	NA	NA	NA	NA	NA	531.39	NA	NA	NA	NA	NA	532.389	480.889	424.89	400.889	349.785	356.634	369.045	430.908	392.907	473.909	NA	NA	NA	NA	NA	NA	NA	NA	453.909	NA	NA	NA	NA	NA	355.355	535.41	534.412	383.605	355.783	383.184	404.907	33	433.82921	67.540005	424.89	0.1556834	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	t0phase	333.811	118.388	71.91	123.888	108.888	342.372	NA	NA	NA	NA	NA	347.081	NA	NA	NA	NA	NA	154.888	79.187	88.603	54.789	146.388	198.388	117.888	347.217	215.39	156.391	190.39	146.389	99.89	NA	NA	NA	NA	NA	329.668	NA	NA	NA	NA	NA	139.39	64.634	102.39	143.39	93.39	128.889	60.781	347.223	156.395	302.278	131.894	130.895	NA	NA	NA	NA	NA	NA	62.922	NA	NA	NA	NA	NA	230.397	82.611	144.895	78.759	56.5	170.895	314.263	41	163.77061	94.369612	139.39	0.57623045	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	t0phase	64.592	60.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.091	NA	NA	NA	NA	NA	66.591	66.091	65.09	68.09	65.592	67.091	64.091	59.388	59.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.888	NA	NA	NA	NA	NA	61.388	64.389	65.388	61.888	63.888	67.888	63.388	70.401	65.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.901	NA	NA	NA	NA	NA	63.901	71.401	69.401	68.901	67.401	69.902	66.401	30	65.443433	3.3114777	65.39500000000001	0.050600611	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	t0phase	188.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.541	NA	NA	NA	NA	NA	133.591	188.091	125.59	54.591	33.385	1.712	53.59	183.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167.888	NA	NA	NA	NA	NA	112.888	60.388	1.712	8.988	37.889	47.888	122.889	99.902	167.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	180.905	NA	NA	NA	NA	NA	13.27	186.904	35.528	10.273	58.401	79.402	54.901	28	86.946107	66.0611	59.3945	0.75979365	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	t0phase	295.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.095	NA	NA	NA	NA	NA	3.424	171.096	168.595	NA	NA	NA	NA	295.424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	145.097	NA	NA	NA	NA	NA	63.597	118.597	82.597	244.489	156.597	9.844	123.097	295.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.966	NA	NA	NA	NA	NA	129.602	107.102	41.603	5.564	284.3	260.759	NA	22	141.96195	100.01269	126.3495	0.7045035	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	t0phase	0.20719073	0.21845002	0.20579444	0.1564736	NA	NA	NA	NA	NA	NA	NA	0.18848636	NA	NA	NA	NA	NA	0.13450836	0.24545939	0.24032277	0.17770168	0.25794596	0.2353251	0.17217981	0.16286524	0.25570342	0.19520381	0.18168544	NA	NA	NA	NA	NA	NA	NA	0.19382154	NA	NA	NA	NA	NA	0.15961432	0.23078028	0.2211642	0.20495001	0.22066768	0.19981898	0.15752501	0.26432301	0.31463909	0.26399724	0.18700029	NA	NA	NA	NA	NA	NA	NA	0.24844517	NA	NA	NA	NA	NA	0.13426564	0.27043372	0.30386117	0.2021997	0.22482624	0.25616996	0.2225218	36	0.21434226	0.043853752	0.212820375	0.20459685	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	t0phase	0.0010362296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.0060405283	0.017408711	1.4728741e-4	0.040351485	0.0044866021	NA	NA	0.010724974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.016232606	0.062337376	0.046205234	NA	NA	NA	NA	0.012209786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06819096	NA	NA	NA	NA	NA	0	0.0099093961	0.0050774211	0.016370454	0.0088793639	3.1281628e-4	NA	20	0.016296062	0.020960082	0.00939438	1.2862053	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	t0phase	0.031752626	0.053708146	0.071729865	0.050005288	0.011716145	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.1806966	0.0054367666	0.033097637	0.050105514	0.02643649	0.11312198	0.043033865	0	0.044709519	0.087597004	0.10404665	0.022063028	0.066661429	NA	NA	NA	NA	NA	0.043249912	NA	NA	NA	NA	NA	0.043103448	0.059930797	0.0019933334	0.0038843156	0.05381262	0.061334032	0.049069581	0.01800799	0.14282635	0.10306619	0.041057022	NA	NA	NA	NA	NA	NA	NA	0.0010634421	NA	NA	NA	NA	NA	0.047003941	0	0.09026303	0.0034596522	0.044767011	0.063730999	0.083086652	39	0.050016125	0.041023477	0.044767011	0.82020502	rolling average of 10 points
