cell_type	cell_passage	conc_second_treatment	compound_first_treatment	compound_second_treatment	Date	experiment_phase	analysis_set	peak_height_normalization_method	peak_height_normalizator_annotation	baseline_norm_method	blank_annotation	response_calculation_method	response_calculation_method_reference_point	plate1_15:40:38_rep1	plate1_15:40:38_rep10	plate1_15:40:38_rep11	plate1_15:40:38_rep12	plate1_15:40:38_rep13	plate1_15:40:38_rep14	plate1_15:40:38_rep15	plate1_15:40:38_rep16	plate1_15:40:38_rep17	plate1_15:40:38_rep18	plate1_15:40:38_rep19	plate1_15:40:38_rep2	plate1_15:40:38_rep20	plate1_15:40:38_rep21	plate1_15:40:38_rep22	plate1_15:40:38_rep23	plate1_15:40:38_rep24	plate1_15:40:38_rep3	plate1_15:40:38_rep4	plate1_15:40:38_rep5	plate1_15:40:38_rep6	plate1_15:40:38_rep7	plate1_15:40:38_rep8	plate1_15:40:38_rep9	plate2_15:51:46_rep1	plate2_15:51:46_rep10	plate2_15:51:46_rep11	plate2_15:51:46_rep12	plate2_15:51:46_rep13	plate2_15:51:46_rep14	plate2_15:51:46_rep15	plate2_15:51:46_rep16	plate2_15:51:46_rep17	plate2_15:51:46_rep18	plate2_15:51:46_rep19	plate2_15:51:46_rep2	plate2_15:51:46_rep20	plate2_15:51:46_rep21	plate2_15:51:46_rep22	plate2_15:51:46_rep23	plate2_15:51:46_rep24	plate2_15:51:46_rep3	plate2_15:51:46_rep4	plate2_15:51:46_rep5	plate2_15:51:46_rep6	plate2_15:51:46_rep7	plate2_15:51:46_rep8	plate2_15:51:46_rep9	plate3_16:03:39_rep1	plate3_16:03:39_rep10	plate3_16:03:39_rep11	plate3_16:03:39_rep12	plate3_16:03:39_rep13	plate3_16:03:39_rep14	plate3_16:03:39_rep15	plate3_16:03:39_rep16	plate3_16:03:39_rep17	plate3_16:03:39_rep18	plate3_16:03:39_rep19	plate3_16:03:39_rep2	plate3_16:03:39_rep20	plate3_16:03:39_rep21	plate3_16:03:39_rep22	plate3_16:03:39_rep23	plate3_16:03:39_rep24	plate3_16:03:39_rep3	plate3_16:03:39_rep4	plate3_16:03:39_rep5	plate3_16:03:39_rep6	plate3_16:03:39_rep7	plate3_16:03:39_rep8	plate3_16:03:39_rep9	n_replicates	mean_replicates	sd_replicates	median_replicates	cv_replicates	curve_smoothing
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_half_value_peak_height	baseline	537.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	535.06133	2.5161837	535.41	0.004702608	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_half_value_peak_height	baseline	347.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	347.17367	0.080307741	347.217	2.3131864e-4	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	baseline	537.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	535.06133	2.5161837	535.41	0.004702608	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	baseline	537.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	535.06133	2.5161837	535.41	0.004702608	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_at_peak	baseline	347.081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	347.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	347.17367	0.080307741	347.217	2.3131864e-4	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	baseline	188.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	183.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	186.46133	2.3830378	186.904	0.012780333	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	baseline	188.592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	183.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	186.46133	2.3830378	186.904	0.012780333	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	time_to_reach_half_peak_height	baseline	295.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295.424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	295.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	295.38067	0.080307741	295.424	2.718788e-4	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	baseline	0.16165234	0.31081935	0.25960568	0.21321379	NA	NA	NA	NA	NA	NA	NA	0.10532264	NA	NA	NA	NA	NA	0.065058025	0.3054955	0.23857526	0.1191003	0.39166729	0.24923661	0.22397164	0.20692472	0.39698643	0.27961656	0.28563215	NA	NA	NA	NA	NA	NA	NA	0.15370335	NA	NA	NA	NA	NA	0.065181372	0.31241342	0.32053641	0.23843985	0.23074571	0.24342614	0.15753411	0.26830525	0.43274649	0.36378982	0.35107477	NA	NA	NA	NA	NA	NA	NA	0.19930712	NA	NA	NA	NA	NA	0.043871439	0.30365015	0.24100204	0.16974814	0.3038233	0.33586611	0.22876734	36	0.24380029	0.095150289	0.24221409	0.39027964	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	baseline	0.07257722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.19935476	0.045261346	0.04131162	NA	NA	NA	NA	0.011601967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.04543448	0.033184236	0.059987522	0.017662357	0.017217508	NA	NA	0.08437867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.083571317	NA	NA	NA	NA	NA	0.050826647	0	0.12531012	0.0040911879	0.028858264	NA	NA	19	0.04845417	0.049946149	0.04131162	1.0307916	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_at_half_phase	baseline	0.032028609	0.054980496	0.073877895	0.05219984	0.020760232	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.18092113	0.0019786259	0.031436794	0.05050255	0.025114329	0.11540511	0.045121307	0	0.047258874	0.09029118	0.10650298	0.024737859	0.069390926	NA	NA	NA	NA	NA	0.042530434	NA	NA	NA	NA	NA	0.041248335	0.058284964	9.3543342e-5	0.0025865515	0.054168774	0.058229675	0.050241973	0.017329665	0.13646232	0.097623773	0.043912884	NA	NA	NA	NA	NA	NA	NA	0.0036584991	NA	NA	NA	NA	NA	0.04925954	0	0.11513325	0.00426807	0.037586347	0.05614895	0.077797526	39	0.050489072	0.041402301	0.047258874	0.82002499	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end	baseline	-0.041402538	0.029855817	-0.0025266308	0.01356143	NA	NA	NA	NA	NA	NA	NA	-0.08578246	NA	NA	NA	NA	NA	-0.057706741	0.030292356	-0.0027416151	-0.051832907	0.062796857	-0.012142293	0.029259135	0.026991752	0.093381327	0.016821669	0.088031022	NA	NA	NA	NA	NA	NA	NA	-0.023509375	NA	NA	NA	NA	NA	-0.076463679	0.089136724	0.071660918	0.046876789	0.019650464	0.011138171	-2.908485e-4	0.038355227	0.099518684	0.074841055	0.064365254	NA	NA	NA	NA	NA	NA	NA	-0.0098092053	NA	NA	NA	NA	NA	-0.078954103	0.029058893	-0.0039003764	-0.016697481	0.025126223	0.046969931	2.5637675e-4	36	0.015116273	0.049254785	0.018236066500000002	3.2583948	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end	baseline	0.092464071	-0.065459218	-0.064295865	-0.059643938	NA	NA	NA	NA	NA	NA	NA	0.1252401	NA	NA	NA	NA	NA	0.1733502	-0.055562655	-0.054663669	8.5591064e-4	-0.063124065	0.011649042	-0.040809905	0.019065352	0.0051978159	0.0048261384	-0.087444291	NA	NA	NA	NA	NA	NA	NA	0.051597003	NA	NA	NA	NA	NA	0.038918589	-0.020080497	-0.063697154	0.024656767	-0.010420246	0.047936517	-0.010555995	0.058542889	-0.059153211	-0.075846775	-0.012053774	NA	NA	NA	NA	NA	NA	NA	0.047599255	NA	NA	NA	NA	NA	0.055092098	-0.10516263000000001	0.016240783	-0.062983678	0.10866907	0.013850845	0.015205121	36	2.6111111e-11	0.064052179	0.00284102452	2453062200	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end	baseline	0.063523678	-0.042268337	-0.042882991	-0.023042749	-0.07660826	-0.060725125	-0.065737007	0.040577508	-0.0085391808	-0.055925371	0.099396686	-0.037948852	0.0040557734	0.038470839	0.06714115	0.03838266	0.04115548	0.18409264	-0.058726445	-0.065807332	-0.0013052862	-0.046931153	0.029865966	-0.020214294	-0.015283816	0.0027940265	0.018179559	0.012918561	-0.048929685	-0.10136965	-0.097035179	0.046178886	0.062348957000000003	0.010532379	-0.0097476792	-0.031900515	0.017240735	-0.017457329	0.091464082	0.050460372	0.066907107	0.080962381	-0.068987661	-0.080728317	0.015859996	-0.050274169	0.063405493	-0.01753853	0.059074774	-0.050247109	-0.0072642836	-0.077460281	-0.050803317	-0.048971433	-0.089029735	0.015284485	-0.057712553	-0.037477602	0.052764523	0.0021342882	0.050576627	-0.0062808521	0.077105452	0.065394093	0.12538047	0.06036733	-0.089655476	-0.075583613	-0.055392195	0.14879444	-0.012354331	0.0013563037	72	9.5833333e-11	0.061393031	-0.00677256785	640622930	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end_start_delta	baseline	-0.0036799225	-0.045953056	-0.04715384	-0.035501679	NA	NA	NA	NA	NA	NA	NA	-0.015807974	NA	NA	NA	NA	NA	0.0035094945	-0.017911634	-0.0013327068	-0.0020737989	-0.043504475	-0.02340371	-0.014925062	-0.010896974	-0.019131709	-0.053804575	6.6237208e-5	NA	NA	NA	NA	NA	NA	NA	0.010095473	NA	NA	NA	NA	NA	0.0049711126	0.022810401	-0.0097140599	0.019083237	0.011394302	-0.025206612	-2.9871176e-4	0.035205521	0.0096785119	-0.0041089395	-0.07386089	NA	NA	NA	NA	NA	NA	NA	0.029550197	NA	NA	NA	NA	NA	7.3992499e-4	0.0029131544	0.04430961	0.010296007	-0.039370319	-0.016473829	-0.0048523606	36	-0.0084539904	0.025713168	-0.0038944310000000003	3.0415421	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end_start_delta	baseline	0.020997136	-0.029868226	-0.047930666	-0.0058509098	NA	NA	NA	NA	NA	NA	NA	0.15680457	NA	NA	NA	NA	NA	-0.018803325	-0.003458741	0.0059990177	-0.0038635141	-0.02239151	-0.025011494	-0.026622339	0.018197665	-0.014678372	-0.025251488	0.0010634293	NA	NA	NA	NA	NA	NA	NA	0.067983592	NA	NA	NA	NA	NA	-0.05805541	0.033617072	0.0022911061	-0.0097058964	0.026567517	-0.032791914	-0.0092373003	-0.012755457	-0.019550201	-0.0087722607	0.026966211	NA	NA	NA	NA	NA	NA	NA	0.033200746	NA	NA	NA	NA	NA	-0.019251135	-0.02635785	0.081481468	-0.017821561	-0.054890506	0.014832096	0.0029184501	36	-2.7777775e-12	0.040175681	-0.0090047805	14463247000	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_end_start_delta	baseline	0.063256189	-0.041627152	-0.040619016	-0.019582683	-0.079007187	-0.058433982	-0.06804311	0.040199416	-0.0072510723	-0.055690776	0.097345585	-0.035137116	0.0020544562	0.037263341	0.065136885	0.036292622	0.032216128	0.18390248	-0.056649608	-0.06466227	0.002134155	-0.046316814	0.0314736	-0.018254063	-0.014980492	0.0046900372	0.020342332	0.014211304	-0.050825246	-0.10061252	-0.097468251	0.045840919	0.065273914	0.0094148249	-0.012187932	-0.032770338	0.014763553	-0.018478548	0.089239235	0.047843281	0.06434819	0.081652032	-0.067181174	-0.077548645	0.017638451	-0.050725035	0.064958268	-0.017438159	0.0597411	-0.049872072	-0.0076350365	-0.078886821	-0.05064665	-0.049833274	-0.084757958	0.022157466	-0.05476548	-0.034164781	0.059892311	-4.5801198e-4	0.055460009	-0.00512757	0.082674128	0.070327996	0.12263723	0.058212993	-0.09213628	-0.079575574	-0.058184602	0.12598322	-0.011593025	5.5067312e-4	72	-4.9999998e-12	0.060612556	-0.00618932115	12122512000	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_peak_height	baseline	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	NA	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_peak_height	baseline	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	NA	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_peak_height	baseline	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	NA	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_start	baseline	-0.037722615	0.075808873	0.044627209	0.049063109	NA	NA	NA	NA	NA	NA	NA	-0.069974486	NA	NA	NA	NA	NA	-0.061216235	0.04820399	-0.0014089083	-0.049759108	0.10630133	0.011261417	0.044184198	0.037888726	0.11251304	0.070626244	0.087964785	NA	NA	NA	NA	NA	NA	NA	-0.033604849	NA	NA	NA	NA	NA	-0.081434792	0.066326323	0.081374978	0.027793551	0.0082561625	0.036344783	7.8632626e-6	0.0031497058	0.089840172	0.078949994	0.13822614	NA	NA	NA	NA	NA	NA	NA	-0.039359402	NA	NA	NA	NA	NA	-0.079694028	0.026145739	-0.048209987	-0.026993488	0.064496542	0.06344376	0.0051087373	36	0.023570263	0.058413759	0.032069166999999996	2.478282	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_start	baseline	0.071466934	-0.035590992	-0.016365199	-0.053793029	NA	NA	NA	NA	NA	NA	NA	-0.031564474	NA	NA	NA	NA	NA	0.19215352	-0.052103915	-0.060662686	0.0047194247	-0.040732555	0.036660536	-0.014187567	8.6768726e-4	0.019876188	0.030077626	-0.08850772	NA	NA	NA	NA	NA	NA	NA	-0.016386589	NA	NA	NA	NA	NA	0.096974	-0.053697569	-0.065988260000000007	0.034362664	-0.036987762	0.08072843	-0.0013186951	0.071298346	-0.03960301	-0.067074514	-0.039019984	NA	NA	NA	NA	NA	NA	NA	0.014398509	NA	NA	NA	NA	NA	0.074343233	-0.078804777	-0.065240685	-0.045162117	0.16355958	-9.8125105e-4	0.012286671	36	-3.3055556e-11	0.065466705	-0.015276383000000001	1980505300	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	NA	2023-04-21	first_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	value_start	baseline	2.674894e-4	-6.4118484e-4	-0.0022639754	-0.0034600656	0.0023989268	-0.0022911425	0.0023061033	3.7809157e-4	-0.0012881086	-2.3459478e-4	0.0020511011	-0.0028117366	0.0020013172	0.001207498	0.0020042648	0.0020900388	0.0089393522	1.9016944e-4	-0.0020768378	-0.001145062	-0.0034394412	-6.1433912e-4	-0.001607634	-0.0019602303	-3.0332472e-4	-0.0018960107	-0.0021627729	-0.0012927427	0.0018955614	-7.5713151e-4	4.3307169e-4	3.379673e-4	-0.0029249576	0.0011175543	0.0024402524	8.6982247e-4	0.0024771825	0.0010212185	0.0022248478	0.0026170905	0.0025589164	-6.8965094e-4	-0.001806487	-0.0031796724	-0.0017784558	4.5086644e-4	-0.0015527744	-1.0037104e-4	-6.6632603e-4	-3.7503708e-4	3.7075282e-4	0.0014265395	-1.5666729e-4	8.6184143e-4	-0.0042717773	-0.0068729809	-0.0029470722	-0.0033128208	-0.0071277879	0.0025923002	-0.0048833823	-0.0011532821	-0.005568676	-0.0049339031	0.0027432332	0.0021543365	0.0024808031	0.0039919615	0.0027924073	0.022811213	-7.6130616e-4	8.0563058e-4	72	-2.3611111e-12	0.0038133788	-1.95631035e-4	1615078100	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	100	Buffer	XXXX-WT-fixed_Pur-2021May	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	auc	t0phase	58.038332	59.443256	58.038249	50.321012	NA	NA	NA	NA	NA	NA	NA	52.183616	NA	NA	NA	NA	NA	44.84518	65.632247	63.172242	52.229189	68.313597	63.66361	56.147189	53.746626	66.486684	56.430461	56.405592	NA	NA	NA	NA	NA	NA	NA	55.853437	NA	NA	NA	NA	NA	47.721814	64.706347	63.094281	56.984877	61.671115	57.058299	50.663977	66.994316	74.764495	71.850993	52.50549	NA	NA	NA	NA	NA	NA	NA	63.430648	NA	NA	NA	NA	NA	45.577527	67.678937	67.91241	55.104874	61.869773	65.365974	55.294794	36	59.200041	7.302539	58.0382905	0.12335361	rolling average of 10 points
CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	Buffer	Buffer	2023-04-21	second_treatment	CaFlux-L4&L5-20230421	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_baseline	Buffer	auc	t0phase	0.84364237	0.41654579	1.1488537e-4	0	NA	NA	NA	NA	NA	NA	NA	6.5550734	NA	NA	NA	NA	NA	1.6334456	1.8032974	0.95402811	3.8062859000000002	0.069242417	0.55338702	0.0011738733	1.950309	0.40930097	1.3429679	3.3053658	NA	NA	NA	NA	NA	NA	NA	1.8401497	NA	NA	NA	NA	NA	0	6.8048952	5.9395852	0.4437706	0.26115883	1.969108e-4	0.0097746114	0.69294776	1.5056046	0.36182789	4.4917272	NA	NA	NA	NA	NA	NA	NA	6.3518528	NA	NA	NA	NA	NA	0.14790135	3.9421498e-5	2.8502282	7.9450106e-4	0.099012872	0.75264454	2.1140036	36	1.619786	2.0671393	0.72279615	1.2761805	rolling average of 10 points
