experiment_phase	cell_type	cell_passage	analysis_set	compound_first_treatment	batch_reagent_first_treatment	Date	baseline_norm_method	peak_height_normalization_method	peak_height_normalizator_annotation	response_calculation_method_reference_point	compound_second_treatment	batch_reagent_second_treatment	conc_second_treatment	treatment_annotation	min_conc_for_DR_stim_index	max_conc_for_DR_stim_index	nb_points_for_DR_stim_index	items	checking_auc_criteria	DR_stim_index_type	response_calculation_method	response	comments	nb_replicates_not_going_back_to_baseline	max_cv_replicates	mean_cv_replicates	Analog	curve_smoothing
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_xmid_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_xmid_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	baseline	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_xmid_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_CTRL_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_CTRL_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_CTRL_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_EC50_from_auc	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_EC50_from_slope_to_peak	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_EC50_from_value_peak_height	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emax_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emax_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emax_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emin_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emin_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_Emin_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_T0_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_T0_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_T0_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_gof_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_gof_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_gof_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_nb_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_nb_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_nb_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_pEC50_from_auc	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_pEC50_from_slope_to_peak	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_pEC50_from_value_peak_height	NA	Curve fitting failed	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_s_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_s_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_s_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_scal_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_slope_to_peak	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_weighted_stdErr_from_value_peak_height	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
first_treatment	CellsX	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	XXXX-Nle-L4-13_Multiplex2023Apr	all banks	NA	ratio_to_baseline	ratio_to_ph	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	t0phase	NA	NA	NA	XXXX-Nle-L4-13_Multiplex2023Apr	NA	NA	NA	NA	NA	NA	nplr_wgof_from_auc	NA	NA	NA	NA	NA	XXXX-Nle-L4-13	rolling average of 10 points
